Anio,ID Estacion,Variable,Promedio,Maximo,Minimo,Excedencias limite actual,Dias de excedencias
2011,8198,HAire10,81.0,99.0,37.1,0.0,0
2011,8198,PLiquida,0.1,46.0,0.0,0.0,0
2011,8198,PST,66.1,159.4,17.8,0.0,0
2011,8198,TAire2,27.2,43.2,19.9,0.0,0
2011,8198,VViento,0.8,2.7,0.0,0.0,0
2011,8202,CO,139.47500000000002,432.725,37.1,0.0,0
2011,8202,DViento,139.47500000000002,359.0,0.0,0.0,0
2011,8202,NO,22.6,286.0,1.3,0.0,0
2011,8202,NO2,45.2,87.8,11.3,0.0,0
2011,8202,O3,32.6,140.3,2.2,5.0,0
2011,8202,P,139.47500000000002,432.725,37.1,0.0,0
2011,8202,PLiquida,0.2,47.5,0.0,0.0,0
2011,8202,PM10,61.2,110.4,30.3,3.0,0
2011,8202,PM2.5,22.1,49.6,2.8,0.0,0
2011,8202,SO2,8.5,24.8,1.3,0.0,0
2011,8202,TAire2,20.5,28.1,15.8,0.0,0
2011,8202,VViento,1.4,4.8,0.0,0.0,0
2011,8204,CO,139.47500000000002,432.725,37.1,0.0,0
2011,8204,NO,15.0,174.0,1.3,0.0,0
2011,8204,NO2,25.8,46.4,6.9,0.0,0
2011,8204,O3,31.3,138.1,2.2,4.0,0
2011,8204,PM10,36.1,140.3,0.6,0.0,0
2011,8204,TAire2,23.3,30.7,18.2,0.0,0
2011,8205,O3,19.0,65.1,1.1,0.0,0
2011,8205,PM10,42.1,409.1,2.8,0.0,0
2011,8206,DViento,139.47500000000002,359.0,0.0,0.0,0
2011,8206,HAire2,80.1,100.5,37.1,0.0,0
2011,8206,O3,17.1,74.2,2.2,0.0,0
2011,8206,P,139.47500000000002,432.725,37.1,0.0,0
2011,8206,PLiquida,0.2,36.6,0.0,0.0,0
2011,8206,PM10,34.4,193.8,1.4,0.0,0
2011,8206,TAire2,24.3,32.0,18.7,0.0,0
2011,8206,VViento,1.3,5.8,0.0,0.0,0
2011,8207,CO,139.47500000000002,432.725,37.1,0.0,0
2011,8207,DViento,139.47500000000002,360.0,0.0,0.0,0
2011,8207,O3,32.3,205.8,0.2,32.0,0
2011,8207,PLiquida,0.2,23.0,0.0,0.0,0
2011,8207,PM10,40.3,175.2,7.7,0.0,0
2011,8207,TAire2,14.4,24.3,6.2,0.0,0
2011,8207,VViento,1.4,6.3,0.0,0.0,0
2011,8208,CO,139.47500000000002,432.725,13.4,0.0,0
2011,8208,DViento,34.5,360.0,0.0,0.0,0
2011,8208,HAire2,66.6,87.0,24.0,0.0,0
2011,8208,NO,31.2,348.8,0.1,0.0,0
2011,8208,NO2,40.3,134.4,1.4,0.0,0
2011,8208,O3,25.5,180.8,0.1,37.0,0
2011,8208,P,139.47500000000002,432.725,37.1,0.0,0
2011,8208,PLiquida,0.2,25.5,0.0,0.0,0
2011,8208,PM10,41.9,88.5,12.0,0.0,0
2011,8208,SO2,4.2,11.9,0.8,0.0,0
2011,8208,TAire2,13.8,22.6,6.0,0.0,0
2011,8208,VViento,1.8,5.8,0.2,0.0,0
2011,8210,DViento,12.6,360.0,0.0,0.0,0
2011,8210,NO,12.2,244.5,0.0,0.0,0
2011,8210,NO2,27.0,51.7,10.2,0.0,0
2011,8210,O3,27.5,157.0,0.1,15.0,0
2011,8210,PLiquida,0.1,19.2,0.0,0.0,0
2011,8210,PM10,51.4,88.7,29.3,0.0,0
2011,8210,SO2,7.2,21.5,0.8,0.0,0
2011,8210,TAire2,13.9,24.0,5.8,0.0,0
2011,8210,VViento,1.8,6.4,0.3,0.0,0
2011,8211,DViento,48.4,360.0,0.0,0.0,0
2011,8211,HAire2,65.0,86.0,25.0,0.0,0
2011,8211,NO,41.6,418.0,0.0,0.0,0
2011,8211,NO2,24.1,59.6,7.0,0.0,0
2011,8211,O3,21.7,165.0,0.1,10.0,0
2011,8211,P,139.47500000000002,432.725,37.1,0.0,0
2011,8211,PLiquida,0.2,29.5,0.0,0.0,0
2011,8211,PM10,36.3,72.4,13.6,0.0,0
2011,8211,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2011,8211,TAire2,14.3,24.4,4.2,0.0,0
2011,8211,VViento,0.9,5.1,0.2,0.0,0
2011,8212,CO,139.47500000000002,432.725,19.1,0.0,0
2011,8212,DViento,139.47500000000002,360.0,0.0,0.0,0
2011,8212,NO,23.2,241.7,0.0,0.0,0
2011,8212,NO2,29.3,81.4,10.7,0.0,0
2011,8212,O3,19.8,120.0,0.4,0.0,0
2011,8212,P,139.47500000000002,432.725,37.1,0.0,0
2011,8212,PLiquida,0.1,13.9,0.0,0.0,0
2011,8212,PM10,52.0,311.3,2.7,0.0,0
2011,8212,SO2,4.5,34.7,0.3,0.0,0
2011,8212,TAire2,13.6,22.2,5.3,0.0,0
2011,8212,VViento,2.9,9.3,0.3,0.0,0
2011,8213,CO,139.47500000000002,432.725,13.7,0.0,0
2011,8213,DViento,139.47500000000002,356.2,1.1,0.0,0
2011,8213,HAire2,68.5,90.0,15.0,0.0,0
2011,8213,NO,29.6,352.5,0.0,0.0,0
2011,8213,NO2,34.6,132.6,1.0,0.0,0
2011,8213,O3,25.5,176.8,0.0,46.0,0
2011,8213,PLiquida,0.2,42.8,0.0,0.0,0
2011,8213,PM10,37.4,193.3,1.3,0.0,0
2011,8213,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2011,8213,RUVb,0.6,5.3,0.0,0.0,0
2011,8213,SO2,5.8,12.3,0.9,0.0,0
2011,8213,TAire2,14.5,24.9,5.2,0.0,0
2011,8213,VViento,1.3,5.5,0.0,0.0,0
2011,8214,CO,139.47500000000002,432.725,24.8,0.0,0
2011,8214,DViento,139.47500000000002,360.0,0.0,0.0,0
2011,8214,HAire2,69.8,91.0,29.0,0.0,0
2011,8214,NO,31.9,337.3,0.1,0.0,0
2011,8214,NO2,34.1,120.1,0.1,0.0,0
2011,8214,P,139.47500000000002,432.725,37.1,0.0,0
2011,8214,PLiquida,0.1,14.1,0.0,0.0,0
2011,8214,PM10,78.4,319.5,12.7,0.0,0
2011,8214,PM2.5,31.0,75.2,7.3,13.0,0
2011,8214,RGlobal,139.47500000000002,432.725,-1.0,0.0,0
2011,8214,SO2,10.3,21.2,1.0,0.0,0
2011,8214,TAire2,14.4,21.4,6.4,0.0,0
2011,8214,VViento,2.4,7.0,0.3,0.0,0
2011,8215,O3,30.9,159.0,0.9,14.0,0
2011,8215,PLiquida,0.3,22.3,0.0,0.0,0
2011,8215,PM10,50.4,182.0,9.0,0.0,0
2011,8216,CO,139.47500000000002,432.725,11.4,0.0,0
2011,8216,DViento,139.47500000000002,360.0,0.0,0.0,0
2011,8216,NO,57.0,319.3,2.3,0.0,0
2011,8216,NO2,59.8,174.7,14.2,0.0,0
2011,8216,O3,16.9,94.7,1.6,14.0,0
2011,8216,PLiquida,0.1,21.9,0.0,0.0,0
2011,8216,PM10,55.4,280.2,3.2,0.0,0
2011,8216,SO2,6.4,23.9,1.1,0.0,0
2011,8216,TAire2,14.0,21.1,7.2,0.0,0
2011,8216,VViento,2.7,8.3,0.4,0.0,0
2011,8218,CO,139.47500000000002,432.725,37.1,0.0,0
2011,8218,DViento,139.47500000000002,360.0,0.0,0.0,0
2011,8218,NO,86.4,411.1,0.0,0.0,0
2011,8218,NO2,47.1,88.7,19.5,0.0,0
2011,8218,O3,15.3,79.3,0.7,0.0,0
2011,8218,PLiquida,0.1,16.8,0.0,0.0,0
2011,8218,PM10,85.6,179.5,18.1,106.0,0
2011,8218,PST,119.0,432.725,9.0,0.0,0
2011,8218,SO2,23.0,92.8,3.6,0.0,0
2011,8218,TAire2,15.0,23.4,7.0,0.0,0
2011,8218,VViento,2.1,5.9,0.2,0.0,0
2011,8219,CO,139.47500000000002,432.725,37.1,0.0,0
2011,8219,DViento,139.47500000000002,360.0,0.0,0.0,0
2011,8219,HAire2,67.2,88.0,24.0,0.0,0
2011,8219,NO,27.1,369.9,0.0,0.0,0
2011,8219,NO2,31.4,151.2,1.0,0.0,0
2011,8219,O3,19.0,139.4,0.5,8.0,0
2011,8219,PLiquida,0.1,17.0,0.0,0.0,0
2011,8219,PM10,52.1,106.4,16.6,2.0,0
2011,8219,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2011,8219,SO2,7.2,26.1,0.8,0.0,0
2011,8219,TAire2,13.2,20.7,5.8,0.0,0
2011,8219,VViento,1.1,4.5,0.2,0.0,0
2011,8221,DViento,129.9,360.0,1.0,0.0,0
2011,8221,HAire2,85.6,99.0,37.1,0.0,0
2011,8221,PLiquida,0.2,20.6,0.0,0.0,0
2011,8221,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2011,8221,TAire2,12.5,20.3,5.1,0.0,0
2011,8221,VViento,1.8,5.3,0.0,0.0,0
2011,8222,PST,41.9,73.0,15.6,0.0,0
2011,8222,SO2,64.7,83.9,37.1,0.0,0
2011,8225,PST,90.2,121.1,37.1,0.0,0
2011,8225,SO2,46.9,60.2,33.6,0.0,0
2011,8226,PST,78.4,182.0,37.1,0.0,0
2011,8226,SO2,64.7,83.9,37.1,0.0,0
2011,8227,PST,69.1,110.6,23.4,0.0,0
2011,8234,PST,57.0,134.3,20.3,0.0,0
2011,8239,PM10,25.4,47.2,13.1,0.0,0
2011,8241,PM10,16.6,38.9,6.5,0.0,0
2011,8245,NO2,33.8,49.6,10.9,0.0,0
2011,8245,PM10,38.7,62.1,18.8,0.0,0
2011,8246,PM10,40.1,58.7,16.6,0.0,0
2011,8246,PST,48.9,83.5,24.7,0.0,0
2011,8248,NO2,34.6,61.8,18.7,0.0,0
2011,8248,PM10,46.4,66.0,19.9,0.0,0
2011,8249,NO2,32.4,51.5,16.0,0.0,0
2011,8250,NO2,39.8,59.4,14.6,0.0,0
2011,8250,PM10,43.9,60.4,17.0,0.0,0
2011,8251,NO2,36.3,54.3,20.6,0.0,0
2011,8251,PM10,43.5,71.6,24.0,0.0,0
2011,8251,PST,80.0,134.1,37.1,0.0,0
2011,8252,NO2,35.6,54.3,19.9,0.0,0
2011,8252,PM10,44.3,62.4,19.7,0.0,0
2011,8252,PST,91.5,127.1,37.1,0.0,0
2011,8254,NO2,36.0,53.7,17.4,0.0,0
2011,8254,PM10,42.1,59.9,22.9,0.0,0
2011,8254,PST,83.0,118.8,37.1,0.0,0
2011,8300,PM10,66.8,125.4,33.4,9.0,0
2011,8775,CO,139.47500000000002,432.725,37.1,0.0,0
2011,8775,PM10,59.0,96.4,18.4,0.0,0
2011,8776,PM10,64.2,107.4,18.9,2.0,0
2011,8776,PM2.5,28.7,74.2,1.9,2.0,0
2011,8777,CO,139.47500000000002,432.725,37.1,0.0,0
2011,8777,NO2,45.6,68.2,24.4,0.0,0
2011,8777,SO2,43.1,78.3,3.7,0.0,0
2011,8805,PM10,19.5,62.5,1.2,0.0,0
2011,8902,PM2.5,8.1,19.2,1.7,0.0,0
2011,8970,PM10,44.7,113.3,8.4,2.0,0
2011,8972,PM10,29.5,81.2,5.0,0.0,0
2011,8973,PM10,37.3,96.4,6.7,0.0,0
2011,8975,PM10,34.0,97.3,6.0,0.0,0
2011,8977,PM10,46.3,175.8,4.8,7.0,0
2011,8978,PM10,27.0,85.4,4.7,0.0,0
2011,8980,PM10,33.9,95.2,3.4,0.0,0
2011,8981,PM10,39.5,99.3,6.8,0.0,0
2011,8983,PST,45.9,138.9,22.8,0.0,0
2011,8984,PM10,28.1,84.3,4.5,0.0,0
2011,8986,CO,139.47500000000002,432.725,19.1,0.0,0
2011,8986,DViento,89.9,360.0,0.0,0.0,0
2011,8986,HAire10,72.2,90.9,37.1,0.0,0
2011,8986,O3,26.0,118.2,0.3,95.0,0
2011,8986,PLiquida,0.4,84.1,0.0,0.0,0
2011,8986,PM10,29.2,79.5,4.2,0.0,0
2011,8986,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2011,8986,TAire10,24.4,33.6,16.2,0.0,0
2011,8986,VViento,0.8,7.4,0.0,0.0,0
2011,8990,PM10,43.4,67.9,20.3,0.0,0
2011,8990,PST,56.3,93.4,24.4,0.0,0
2011,8995,PM10,43.5,119.8,10.1,1.0,0
2011,8995,PM2.5,34.7,427.7,0.4,0.0,0
2011,9002,DViento,139.47500000000002,358.4,1.3,0.0,0
2011,9002,HAire2,74.4,91.2,26.1,0.0,0
2011,9002,O3,24.5,126.5,0.0,133.0,0
2011,9002,PLiquida,2.0,3.8,1.1,0.0,0
2011,9002,PM10,48.6,264.0,2.0,0.0,0
2011,9002,PM2.5,23.7,43.2,8.5,0.0,0
2011,9002,RGlobal,139.47500000000002,432.725,6.0,0.0,0
2011,9002,TAire2,20.0,28.5,15.4,0.0,0
2011,9002,VViento,1.7,5.2,1.0,0.0,0
2011,9019,PM10,22.1,43.3,9.6,0.0,0
2011,9019,PM2.5,9.5,19.6,2.1,0.0,0
2011,9019,PST,26.3,36.7,18.6,0.0,0
2011,9019,SO2,44.9,78.9,9.4,0.0,0
2011,9020,DViento,139.47500000000002,359.5,1.3,0.0,0
2011,9020,HAire2,71.3,95.5,8.6,0.0,0
2011,9020,P,139.47500000000002,432.725,37.1,0.0,0
2011,9020,PLiquida,4.0,23.0,1.5,0.0,0
2011,9020,PM10,37.4,68.6,15.8,0.0,0
2011,9020,PST,72.0,155.7,21.1,0.0,0
2011,9020,RGlobal,139.47500000000002,432.725,4.0,0.0,0
2011,9020,TAire2,21.2,29.3,16.8,0.0,0
2011,9020,VViento,2.0,4.7,1.0,0.0,0
2011,9021,PM10,55.4,229.4,0.4,0.0,0
2011,9021,PST,87.0,176.7,25.1,0.0,0
2011,9023,PM10,49.2,89.0,10.7,0.0,0
2011,9025,PM10,57.8,273.1,7.2,0.0,0
2011,9026,PM10,32.8,81.5,9.2,0.0,0
2011,9026,PST,89.3,317.6,17.2,1.0,0
2011,9027,PM10,26.4,67.9,8.6,0.0,0
2011,9027,PST,75.5,298.3,17.7,0.0,0
2011,9038,PM10,81.8,126.6,37.1,8.0,0
2011,9039,PM10,54.4,94.4,14.6,0.0,0
2011,9041,PM10,27.0,82.2,9.2,0.0,0
2011,9042,DViento,139.47500000000002,275.2,22.5,0.0,0
2011,9042,HAire2,81.2,96.0,37.1,0.0,0
2011,9042,P,139.47500000000002,432.725,37.1,0.0,0
2011,9042,PLiquida,8.2,90.4,0.0,0.0,0
2011,9042,PM10,38.6,101.7,8.4,1.0,0
2011,9042,PM2.5,12.8,29.2,3.5,0.0,0
2011,9042,PST,69.3,260.2,19.4,0.0,0
2011,9042,RGlobal,139.47500000000002,347.5,37.1,0.0,0
2011,9042,TAire2,27.1,32.6,22.7,0.0,0
2011,9042,VViento,1.0,2.4,0.4,0.0,0
2011,9043,PM10,27.2,77.8,3.4,0.0,0
2011,9043,PST,43.6,189.4,8.5,0.0,0
2011,9044,PM10,40.5,113.9,8.8,3.0,0
2011,9044,PST,84.1,175.7,22.4,0.0,0
2011,9047,PM10,58.4,151.0,16.4,15.0,0
2011,9047,PST,139.47500000000002,432.725,37.1,8.0,0
2011,9048,PM10,65.9,149.5,24.2,8.0,0
2011,9048,PST,138.0,286.9,37.1,0.0,0
2011,9049,PM10,17.5,37.5,3.0,0.0,0
2011,9049,PM2.5,12.1,13.8,9.8,0.0,0
2011,9050,PM10,25.9,67.1,5.3,0.0,0
2011,9050,PST,46.6,218.6,15.5,0.0,0
2011,9051,PM10,41.3,137.5,11.0,3.0,0
2011,9051,PST,87.0,279.9,22.3,0.0,0
2011,9052,PM10,14.9,39.5,2.0,0.0,0
2011,9052,PST,35.5,87.7,9.6,0.0,0
2011,9053,PLiquida,6.1,90.0,0.0,0.0,0
2011,9053,PM10,24.7,64.9,6.0,0.0,0
2011,9054,PM10,37.3,86.5,13.2,0.0,0
2011,9055,PM10,84.5,174.3,24.1,7.0,0
2011,9056,PM10,30.2,75.3,3.0,0.0,0
2011,9057,PM10,39.0,60.2,20.1,0.0,0
2011,9060,PM10,50.6,110.2,8.1,1.0,0
2011,9060,PM2.5,20.5,45.1,5.7,0.0,0
2011,9085,PM10,31.0,86.9,8.6,0.0,0
2011,9101,PM10,34.3,56.4,4.9,0.0,0
2011,9102,PM10,43.4,76.0,24.6,0.0,0
2011,9103,PM10,33.2,53.9,13.2,0.0,0
2011,9104,HAire,73.5,92.8,37.1,0.0,0
2011,9104,PLiquida,0.4,53.2,0.0,0.0,0
2011,9104,TAire,20.9,30.4,15.5,0.0,0
2011,9104,VViento,1.1,7.2,0.0,0.0,0
2011,9117,PM10,26.4,76.0,5.3,0.0,0
2011,9122,NO,23.7,224.5,1.0,0.0,0
2011,9122,NO2,37.2,108.5,5.5,0.0,0
2011,9122,O3,34.3,213.9,2.0,234.0,0
2011,9122,PM10,52.2,222.0,5.0,0.0,0
2011,9122,PM2.5,23.2,40.4,7.9,0.0,0
2011,9140,PM10,26.4,34.0,22.0,0.0,0
2011,9144,PM10,21.2,26.0,15.0,0.0,0
2011,9148,PM10,22.8,33.5,12.7,0.0,0
2011,9166,NO2,36.7,56.8,18.8,0.0,0
2011,9172,PM10,38.7,64.1,14.9,0.0,0
2011,9172,PST,55.3,107.3,16.1,0.0,0
2011,19566,NO2,24.8,48.3,6.4,0.0,0
2011,19566,PM10,48.3,84.4,23.6,0.0,0
2011,19661,PM10,42.0,132.8,8.3,1.0,0
2011,19662,PM10,39.8,63.3,14.1,0.0,0
2011,19664,PM10,21.7,44.1,5.2,0.0,0
2011,19666,PST,84.3,186.3,35.5,0.0,0
2011,20383,PM10,75.5,432.725,7.0,0.0,0
2011,20385,CO,139.47500000000002,432.725,37.1,0.0,0
2011,20385,NO,38.3,323.8,1.3,0.0,0
2011,20385,NO2,37.1,60.3,12.1,0.0,0
2011,20385,O3,20.2,86.3,2.2,0.0,0
2011,20385,P,139.47500000000002,432.725,37.1,0.0,0
2011,20385,PM10,48.9,82.6,23.4,0.0,0
2011,20385,SO2,9.8,27.5,0.8,0.0,0
2011,26173,PST,81.5,164.8,30.3,0.0,0
2011,26174,PST,75.4,185.5,37.1,0.0,0
2011,26175,PM10,23.5,54.6,10.9,0.0,0
2011,26176,PST,62.1,127.8,28.0,0.0,0
2011,26177,PM10,28.5,57.1,18.1,0.0,0
2011,26178,PM10,20.7,40.4,11.9,0.0,0
2011,26179,PST,69.1,152.8,26.2,0.0,0
2011,26180,PM10,26.1,56.1,10.9,0.0,0
2011,26181,PM10,26.9,56.9,12.0,0.0,0
2011,26181,PST,47.1,112.4,23.5,0.0,0
2011,26182,PM10,20.9,44.8,10.2,0.0,0
2011,26182,PST,46.5,123.2,19.7,0.0,0
2011,26183,PST,42.5,167.1,24.4,0.0,0
2011,26184,PM10,29.3,57.9,11.5,0.0,0
2011,26184,PST,43.6,134.2,20.0,0.0,0
2011,26185,PM10,22.1,36.0,12.0,0.0,0
2011,26207,PST,68.4,167.8,20.8,0.0,0
2011,28202,CO,139.47500000000002,432.725,11.4,0.0,0
2011,28202,DViento,118.6,360.0,0.0,0.0,0
2011,28202,O3,16.8,101.6,0.0,0.0,0
2011,28202,PLiquida,0.2,34.0,0.0,0.0,0
2011,28202,PM10,40.5,259.8,3.0,0.0,0
2011,28202,SO2,2.4,18.1,0.3,0.0,0
2011,28202,TAire2,13.7,21.8,7.0,0.0,0
2011,28202,VViento,1.7,6.4,0.1,0.0,0
2011,29507,P,139.47500000000002,432.725,37.1,0.0,0
2011,29507,PM2.5,23.0,44.1,12.6,0.0,0
2011,29509,P,139.47500000000002,432.725,37.1,0.0,0
2011,29586,NO2,36.3,57.2,17.8,0.0,0
2011,29586,PM10,50.8,78.6,28.6,0.0,0
2011,29615,NO2,33.4,49.9,11.5,0.0,0
2011,29615,PM10,45.0,63.6,18.1,0.0,0
2011,29617,NO2,32.9,49.0,16.4,0.0,0
2011,29617,PM10,44.8,63.0,23.7,0.0,0
2011,30003,PM10,28.0,66.2,10.4,0.0,0
2011,30004,CO,139.47500000000002,432.725,11.4,0.0,0
2011,30004,DViento,139.47500000000002,359.9,0.2,0.0,0
2011,30004,HAire,70.3,87.8,37.1,0.0,0
2011,30004,HAire10,69.0,100.0,23.1,0.0,0
2011,30004,HAire2,68.6,96.8,37.1,0.0,0
2011,30004,PLiquida,0.4,94.0,0.0,0.0,0
2011,30004,PM10,21.7,125.0,1.0,0.0,0
2011,30004,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2011,30004,SO2,10.7,232.0,0.0,0.0,0
2011,30004,TAire10,24.2,33.8,16.1,0.0,0
2011,30004,TAire2,23.9,31.4,18.1,0.0,0
2011,30004,VViento,1.3,6.3,0.0,0.0,0
2011,30018,PM10,40.4,100.0,7.6,0.0,0
2011,30417,PLiquida,2.6,17.8,0.0,0.0,0
2011,30417,PM10,68.0,115.0,37.1,1.0,0
2011,30418,PLiquida,9.3,58.2,0.0,0.0,0
2011,30420,PLiquida,7.2,39.1,0.0,0.0,0
2011,30420,PM10,18.3,31.0,12.0,0.0,0
2011,30421,PLiquida,10.8,50.8,0.0,0.0,0
2011,30421,PM10,22.3,31.0,14.0,0.0,0
2011,30421,VViento,0.4,0.9,0.1,0.0,0
2011,30422,PLiquida,1.9,15.7,0.0,0.0,0
2011,30422,PM10,34.7,45.0,22.0,0.0,0
2011,30422,VViento,1.4,2.4,0.2,0.0,0
2011,30423,PLiquida,2.2,14.7,0.0,0.0,0
2011,30423,PM10,17.8,26.9,7.4,0.0,0
2011,30423,VViento,0.6,0.8,0.3,0.0,0
2011,30424,PLiquida,5.5,24.6,0.0,0.0,0
2011,30424,PM10,38.4,65.0,13.0,0.0,0
2011,30424,VViento,0.6,0.9,0.2,0.0,0
2011,30425,PLiquida,4.3,28.9,0.0,0.0,0
2011,30425,PM10,30.9,40.3,20.1,0.0,0
2011,30425,VViento,0.1,0.3,0.0,0.0,0
2011,30426,PLiquida,4.7,29.5,0.0,0.0,0
2011,30426,VViento,0.5,0.8,0.1,0.0,0
2011,30427,PLiquida,2.7,44.0,0.0,0.0,0
2011,30427,VViento,1.0,1.6,0.6,0.0,0
2011,30429,PLiquida,12.0,84.6,0.0,0.0,0
2011,30429,VViento,0.6,0.8,0.3,0.0,0
2011,30458,PLiquida,7.8,46.0,0.0,0.0,0
2011,30833,DViento,139.47500000000002,359.0,0.0,0.0,0
2011,30833,HAire2,67.1,94.3,29.7,0.0,0
2011,30833,P,139.47500000000002,432.725,37.1,0.0,0
2011,30833,PLiquida,0.4,59.0,0.0,0.0,0
2011,30833,TAire2,25.1,37.3,18.2,0.0,0
2011,30833,VViento,0.6,6.5,0.0,0.0,0
2011,31823,PM10,48.2,93.5,8.4,0.0,0
2011,99999,HAire2,81.5,99.0,37.1,0.0,0
2011,99999,O3,21.1,117.5,0.0,0.0,0
2011,99999,PLiquida,0.1,33.2,0.0,0.0,0
2011,99999,PM10,21.5,37.4,7.1,0.0,0
2011,99999,PM2.5,9.2,20.0,0.7,0.0,0
2011,99999,PST,83.3,117.1,33.7,0.0,0
2011,99999,TAire2,27.7,38.1,20.9,0.0,0
2011,99999,VViento,1.7,6.7,0.0,0.0,0
2012,8198,PLiquida,0.1,32.6,0.0,0.0,0
2012,8198,PST,58.6,162.3,14.8,0.0,0
2012,8198,VViento,0.9,3.1,0.0,0.0,0
2012,8202,CO,139.47500000000002,432.725,37.1,0.0,0
2012,8202,DViento,139.47500000000002,359.0,0.0,0.0,0
2012,8202,NO,12.9,161.9,1.3,0.0,0
2012,8202,NO2,30.8,74.3,8.7,0.0,0
2012,8202,O3,31.4,129.5,2.2,5.0,0
2012,8202,P,139.47500000000002,432.725,37.1,0.0,0
2012,8202,PLiquida,0.1,42.0,0.0,0.0,0
2012,8202,PM10,57.1,108.8,20.6,4.0,0
2012,8202,SO2,13.1,26.6,1.3,0.0,0
2012,8202,TAire2,20.8,28.3,16.1,0.0,0
2012,8202,VViento,1.4,4.9,0.0,0.0,0
2012,8204,CO,139.47500000000002,432.725,37.1,0.0,0
2012,8204,DViento,139.47500000000002,337.5,0.0,0.0,0
2012,8204,HAire2,80.3,98.0,37.1,0.0,0
2012,8204,NO,12.3,233.4,1.3,0.0,0
2012,8204,NO2,23.3,66.8,8.5,0.0,0
2012,8204,O3,33.2,140.3,2.2,9.0,0
2012,8204,P,139.47500000000002,432.725,37.1,0.0,0
2012,8204,PLiquida,0.1,45.2,0.0,0.0,0
2012,8204,PM10,38.2,70.6,15.4,0.0,0
2012,8204,SO2,8.8,23.5,1.7,0.0,0
2012,8204,TAire2,23.9,32.1,18.7,0.0,0
2012,8204,VViento,1.1,4.5,0.0,0.0,0
2012,8205,DViento,139.47500000000002,337.5,0.0,0.0,0
2012,8205,HAire2,76.2,97.0,34.0,0.0,0
2012,8205,O3,21.1,172.1,1.6,1.0,0
2012,8205,P,139.47500000000002,432.725,37.1,0.0,0
2012,8205,PLiquida,0.1,31.4,0.0,0.0,0
2012,8205,PM10,43.1,309.7,0.3,0.0,0
2012,8205,TAire2,24.2,32.6,18.7,0.0,0
2012,8205,VViento,1.2,5.4,0.0,0.0,0
2012,8206,DViento,139.47500000000002,359.0,0.0,0.0,0
2012,8206,HAire2,78.0,101.0,36.8,0.0,0
2012,8206,O3,15.6,99.3,2.2,0.0,0
2012,8206,P,139.47500000000002,432.725,37.1,0.0,0
2012,8206,PLiquida,0.1,35.6,0.0,0.0,0
2012,8206,PM10,27.6,195.6,0.2,0.0,0
2012,8206,TAire2,24.8,32.5,19.5,0.0,0
2012,8206,VViento,1.4,5.6,0.0,0.0,0
2012,8207,CO,139.47500000000002,432.725,37.1,0.0,0
2012,8207,DViento,139.47500000000002,360.0,0.0,0.0,0
2012,8207,O3,26.8,144.1,0.0,6.0,0
2012,8207,PLiquida,0.1,19.1,0.0,0.0,0
2012,8207,PM10,36.4,94.4,12.6,0.0,0
2012,8207,TAire2,14.4,23.1,6.8,0.0,0
2012,8207,VViento,1.6,6.5,0.0,0.0,0
2012,8208,CO,139.47500000000002,432.725,37.1,0.0,0
2012,8208,DViento,67.4,360.0,0.0,0.0,0
2012,8208,HAire2,64.0,86.0,19.0,0.0,0
2012,8208,NO,30.7,341.2,0.9,0.0,0
2012,8208,NO2,37.1,76.6,9.6,0.0,0
2012,8208,O3,28.9,160.9,0.0,19.0,0
2012,8208,P,139.47500000000002,432.725,37.1,0.0,0
2012,8208,PLiquida,0.1,30.4,0.0,0.0,0
2012,8208,PM10,45.5,106.4,13.4,1.0,0
2012,8208,SO2,3.9,11.7,1.6,0.0,0
2012,8208,TAire2,13.9,22.6,6.8,0.0,0
2012,8208,VViento,1.9,5.6,0.2,0.0,0
2012,8210,DViento,26.1,360.0,0.0,0.0,0
2012,8210,NO,10.1,150.9,0.0,0.0,0
2012,8210,NO2,23.5,96.0,2.3,0.0,0
2012,8210,O3,28.3,145.5,0.9,18.0,0
2012,8210,PLiquida,0.1,27.8,0.0,0.0,0
2012,8210,PM10,53.3,229.8,13.2,0.0,0
2012,8210,SO2,5.1,21.8,0.8,0.0,0
2012,8210,TAire2,14.0,25.6,4.9,0.0,0
2012,8210,VViento,2.0,7.7,0.3,0.0,0
2012,8211,DViento,59.0,360.0,0.0,0.0,0
2012,8211,HAire2,62.9,85.0,20.0,0.0,0
2012,8211,NO,34.5,314.0,0.3,0.0,0
2012,8211,NO2,18.0,104.1,1.0,0.0,0
2012,8211,O3,20.7,157.1,0.0,6.0,0
2012,8211,P,139.47500000000002,432.725,37.1,0.0,0
2012,8211,PLiquida,0.1,19.6,0.0,0.0,0
2012,8211,PM10,34.1,164.8,4.3,0.0,0
2012,8211,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2012,8211,TAire2,14.3,24.8,3.6,0.0,0
2012,8211,VViento,1.0,5.0,0.2,0.0,0
2012,8212,CO,139.47500000000002,432.725,21.0,0.0,0
2012,8212,DViento,139.47500000000002,360.0,0.0,0.0,0
