Anio,ID Estacion,Variable,Promedio,Maximo,Minimo,Excedencias limite actual,Dias de excedencias
2014,8206,TAire2,25.7,41.5,19.8,0.0,0
2014,8206,VViento,1.0,5.6,0.0,0.0,0
2014,8207,CO,139.47500000000002,432.725,37.1,0.0,0
2014,8207,DViento,139.47500000000002,359.0,0.0,0.0,0
2014,8207,O3,31.1,179.1,0.0,16.0,0
2014,8207,PLiquida,0.1,32.9,0.0,0.0,0
2014,8207,PM10,37.1,194.3,2.7,0.0,0
2014,8207,PM2.5,13.3,46.4,3.0,0.0,0
2014,8207,VViento,1.4,6.6,0.0,0.0,0
2014,8208,CO,139.47500000000002,432.725,13.4,0.0,0
2014,8208,DViento,75.5,359.0,0.0,0.0,0
2014,8208,HAire2,62.3,86.0,22.0,0.0,0
2014,8208,NO,28.0,292.3,0.0,0.0,0
2014,8208,NO2,45.0,155.9,1.4,0.0,0
2014,8208,O3,24.7,168.3,0.0,7.0,0
2014,8208,P,139.47500000000002,432.725,37.1,0.0,0
2014,8208,PLiquida,0.1,34.4,0.0,0.0,0
2014,8208,PM10,32.0,100.9,6.3,1.0,0
2014,8208,PM2.5,18.7,143.4,0.9,0.0,0
2014,8208,SO2,3.4,13.4,0.7,0.0,0
2014,8208,TAire2,14.1,23.0,6.4,0.0,0
2014,8208,VViento,1.8,5.4,0.2,0.0,0
2014,8210,DViento,30.7,359.0,0.0,0.0,0
2014,8210,NO,9.0,140.9,0.0,0.0,0
2014,8210,NO2,26.3,112.9,0.2,0.0,0
2014,8210,O3,22.3,119.9,0.1,0.0,0
2014,8210,PLiquida,0.1,17.8,0.0,0.0,0
2014,8210,PM10,50.7,349.8,8.3,0.0,0
2014,8210,PM2.5,21.3,54.6,7.1,2.0,0
2014,8210,SO2,7.4,135.0,0.1,0.0,0
2014,8210,TAire2,14.2,25.5,4.7,0.0,0
2014,8210,VViento,1.8,6.6,0.3,0.0,0
2014,8211,DViento,58.7,359.0,0.0,0.0,0
2014,8211,HAire2,65.4,87.0,20.0,0.0,0
2014,8211,NO,29.9,432.725,0.0,0.0,0
2014,8211,NO2,23.4,106.2,1.6,0.0,0
2014,8211,O3,23.4,159.0,0.0,13.0,0
2014,8211,P,139.47500000000002,432.725,37.1,0.0,0
2014,8211,PLiquida,0.1,26.5,0.0,0.0,0
2014,8211,PM10,30.1,132.6,7.7,1.0,0
2014,8211,PM2.5,18.1,36.8,5.0,0.0,0
2014,8211,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,8211,TAire2,14.5,24.6,3.2,0.0,0
2014,8211,VViento,1.0,4.5,0.2,0.0,0
2014,8212,CO,139.47500000000002,432.725,27.2,0.0,0
2014,8212,DViento,18.3,360.0,0.1,0.0,0
2014,8212,O3,24.3,164.5,0.3,16.0,0
2014,8212,P,139.47500000000002,432.725,37.1,0.0,0
2014,8212,PM10,60.2,366.3,7.2,0.0,0
2014,8212,SO2,5.2,17.7,1.1,0.0,0
2014,8212,TAire2,14.3,21.9,7.1,0.0,0
2014,8212,VViento,2.9,8.2,0.2,0.0,0
2014,8213,CO,139.47500000000002,432.725,22.9,0.0,0
2014,8213,DViento,139.47500000000002,359.0,0.0,0.0,0
2014,8213,HAire2,66.8,91.0,18.0,0.0,0
2014,8213,NO,41.4,315.2,0.0,0.0,0
2014,8213,NO2,34.2,123.6,1.1,0.0,0
2014,8213,O3,22.7,156.6,0.0,16.0,0
2014,8213,PLiquida,0.1,35.4,0.0,0.0,0
2014,8213,PM10,39.4,271.2,2.0,0.0,0
2014,8213,PM2.5,20.6,51.4,5.7,1.0,0
2014,8213,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,8213,RUVb,0.6,5.6,0.0,0.0,0
2014,8213,SO2,4.5,11.7,0.6,0.0,0
2014,8213,TAire2,14.8,24.6,4.2,0.0,0
2014,8213,VViento,1.4,4.7,0.1,0.0,0
2014,8214,CO,139.47500000000002,432.725,37.1,0.0,0
2014,8214,DViento,139.47500000000002,359.0,0.0,0.0,0
2014,8214,HAire2,64.0,84.0,25.0,0.0,0
2014,8214,NO,37.1,404.8,0.0,0.0,0
2014,8214,NO2,34.5,101.9,7.4,0.0,0
2014,8214,P,139.47500000000002,432.725,37.1,0.0,0
2014,8214,PLiquida,0.1,34.3,0.0,0.0,0
2014,8214,PM10,71.3,285.0,11.0,0.0,0
2014,8214,PM2.5,31.5,159.0,2.0,0.0,0
2014,8214,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,8214,SO2,7.5,258.0,0.2,0.0,0
2014,8214,TAire2,14.9,22.5,7.3,0.0,0
2014,8214,VViento,2.5,8.2,0.2,0.0,0
2014,8215,DViento,110.7,359.0,0.0,0.0,0
2014,8215,O3,20.1,123.1,0.8,1.0,0
2014,8215,PLiquida,0.1,28.0,0.0,0.0,0
2014,8215,PM10,42.9,119.9,16.7,2.0,0
2014,8215,PM2.5,16.3,166.5,0.2,0.0,0
2014,8215,VViento,1.7,9.2,0.1,0.0,0
2014,8216,CO,139.47500000000002,432.725,32.4,0.0,0
2014,8216,DViento,139.47500000000002,359.0,0.0,0.0,0
2014,8216,NO,33.9,408.1,0.3,0.0,0
2014,8216,NO2,38.8,94.4,13.9,0.0,0
2014,8216,O3,14.8,126.2,0.1,2.0,0
2014,8216,PLiquida,0.1,22.5,0.0,0.0,0
2014,8216,PM10,61.4,195.7,18.9,23.0,0
2014,8216,SO2,4.2,12.4,0.7,0.0,0
2014,8216,TAire2,14.0,22.3,7.0,0.0,0
2014,8216,VViento,2.0,7.9,0.0,0.0,0
2014,8218,CO,139.47500000000002,432.725,37.1,0.0,0
2014,8218,DViento,139.47500000000002,359.0,0.0,0.0,0
2014,8218,NO,89.7,424.0,0.4,0.0,0
2014,8218,NO2,50.5,84.1,32.1,0.0,0
2014,8218,O3,13.8,105.6,0.0,0.0,0
2014,8218,PLiquida,0.1,34.8,0.0,0.0,0
2014,8218,PM10,90.7,239.8,30.8,118.0,0
2014,8218,PM2.5,32.6,152.3,1.2,0.0,0
2014,8218,PST,119.5,432.725,15.0,0.0,0
2014,8218,SO2,12.0,27.0,3.8,0.0,0
2014,8218,TAire2,15.5,23.9,8.5,0.0,0
2014,8218,VViento,2.3,6.3,0.2,0.0,0
2014,8219,CO,139.47500000000002,432.725,24.8,0.0,0
2014,8219,DViento,139.47500000000002,360.0,0.0,0.0,0
2014,8219,HAire2,63.0,88.3,19.9,0.0,0
2014,8219,NO,22.7,329.8,0.0,0.0,0
2014,8219,NO2,33.5,73.1,5.9,0.0,0
2014,8219,O3,18.0,128.4,0.4,1.0,0
2014,8219,PLiquida,0.1,15.0,0.0,0.0,0
2014,8219,PM10,52.4,321.7,4.5,0.0,0
2014,8219,PM2.5,22.9,62.4,7.5,9.0,0
2014,8219,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,8219,SO2,2.9,9.0,0.5,0.0,0
2014,8219,TAire2,13.1,23.3,3.3,0.0,0
2014,8219,VViento,1.0,4.6,0.2,0.0,0
2014,8222,O3,33.9,88.5,3.6,4.0,0
2014,8222,PM10,27.9,64.0,7.0,0.0,0
2014,8223,O3,40.5,93.4,6.6,11.0,0
2014,8223,PM10,44.8,49.4,37.1,0.0,0
2014,8224,O3,45.4,128.6,2.3,34.0,0
2014,8224,PM10,56.4,196.0,16.0,0.0,0
2014,8234,PM10,30.5,57.7,9.1,0.0,0
2014,8239,PM10,23.2,33.9,15.0,0.0,0
2014,8241,PM10,17.1,31.2,6.8,0.0,0
2014,8245,NO2,18.8,43.2,1.9,0.0,0
2014,8245,PM10,48.0,230.5,6.3,4.0,0
2014,8246,NO2,3.4,6.8,0.2,0.0,0
2014,8246,PM10,56.0,145.1,18.4,11.0,0
2014,8246,PST,74.4,156.8,14.7,0.0,0
2014,8247,PM10,68.9,139.1,17.7,24.0,0
2014,8248,NO2,4.8,9.0,0.1,0.0,0
2014,8248,PM10,28.3,48.5,4.4,0.0,0
2014,8248,PST,35.8,72.7,11.1,0.0,0
2014,8249,NO2,10.3,10.8,9.6,0.0,0
2014,8249,PM10,38.5,40.3,36.9,0.0,0
2014,8251,NO2,13.6,14.3,13.0,0.0,0
2014,8251,PM10,76.0,79.2,37.1,0.0,0
2014,8252,PM10,39.3,81.3,15.5,0.0,0
2014,8254,PM10,52.0,111.8,8.8,1.0,0
2014,8254,PST,28.8,48.6,18.6,0.0,0
2014,8258,DViento,139.47500000000002,360.0,0.0,0.0,0
2014,8258,PM10,25.9,61.9,12.9,0.0,0
2014,8258,VViento,0.7,2.7,0.0,0.0,0
2014,8285,O3,33.4,191.3,0.2,179.0,0
2014,8285,PM2.5,18.7,257.0,1.0,0.0,0
2014,8285,SO2,4.8,15.4,0.8,0.0,0
2014,8288,DViento,35.1,360.0,0.0,0.0,0
2014,8288,HAire,62.0,74.0,37.1,0.0,0
2014,8288,HAire2,70.2,91.0,21.9,0.0,0
2014,8288,O3,45.3,144.5,0.0,799.0,0
2014,8288,PLiquida,0.2,47.3,0.0,0.0,0
2014,8288,PM10,31.5,69.0,6.5,0.0,0
2014,8288,VViento,0.7,6.2,0.0,0.0,0
2014,8291,NO2,13.0,102.1,0.0,0.0,0
2014,8291,O3,41.9,246.1,0.0,501.0,0
2014,8291,PM2.5,15.5,432.725,1.0,0.0,0
2014,8300,PM10,41.7,409.0,1.0,0.0,0
2014,8775,NO2,9.5,25.4,2.7,0.0,0
2014,8776,PM10,63.3,117.0,19.9,0.0,0
2014,8776,PM2.5,25.6,44.6,12.4,0.0,0
2014,8777,CO,139.47500000000002,432.725,37.1,0.0,0
2014,8777,NO2,12.9,17.4,6.9,0.0,0
2014,8777,O3,40.4,186.6,2.6,43.0,0
2014,8804,PM2.5,8.6,25.0,1.2,0.0,0
2014,8805,PM10,17.7,59.2,2.1,0.0,0
2014,8905,PM10,17.8,29.6,1.7,0.0,0
2014,8970,HAire2,70.9,92.2,37.1,0.0,0
2014,8970,PLiquida,1.1,46.0,0.0,0.0,0
2014,8970,PM10,38.6,105.5,12.7,1.0,0
2014,8970,PST,93.9,186.9,22.4,0.0,0
2014,8970,TAire2,28.7,39.2,0.0,0.0,0
2014,8970,VViento,2.8,6.3,0.0,0.0,0
2014,8973,HAire2,71.2,98.0,35.0,0.0,0
2014,8973,PLiquida,0.1,43.4,0.0,0.0,0
2014,8973,PM10,44.6,97.9,17.7,0.0,0
2014,8973,TAire2,28.7,38.9,0.0,0.0,0
2014,8973,VViento,0.4,3.1,0.0,0.0,0
2014,8977,PM10,50.0,106.7,11.7,1.0,0
2014,8978,PM10,36.5,88.0,10.8,0.0,0
2014,8980,PM10,41.1,122.5,12.5,1.0,0
2014,8981,PM10,47.4,91.3,19.2,0.0,0
2014,8983,HAire2,74.6,98.0,0.0,0.0,0
2014,8983,PLiquida,0.1,26.4,0.0,0.0,0
2014,8983,PM10,32.0,78.3,14.4,0.0,0
2014,8983,PST,62.7,205.5,26.3,0.0,0
2014,8983,TAire2,28.3,37.5,0.0,0.0,0
2014,8983,VViento,2.9,8.0,0.0,0.0,0
2014,8984,PM10,38.9,88.5,10.2,0.0,0
2014,8986,DViento,97.3,359.9,0.0,0.0,0
2014,8986,HAire10,69.2,100.0,23.4,0.0,0
2014,8986,PLiquida,0.3,55.9,0.0,0.0,0
2014,8986,PM10,49.1,211.0,2.0,0.0,0
2014,8986,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,8986,TAire10,25.1,34.8,18.6,0.0,0
2014,8986,VViento,0.9,5.3,0.0,0.0,0
2014,8990,PM10,37.1,66.5,12.6,0.0,0
2014,8990,PST,65.6,101.5,37.1,0.0,0
2014,9019,PM10,30.3,57.7,17.5,0.0,0
2014,9020,DViento,77.3,359.8,1.3,0.0,0
2014,9020,HAire10,68.6,90.2,16.1,0.0,0
2014,9020,P,139.47500000000002,432.725,37.1,0.0,0
2014,9020,PLiquida,4.0,37.5,1.5,0.0,0
2014,9020,PM10,45.6,211.0,2.0,0.0,0
2014,9020,RGlobal,139.47500000000002,432.725,4.0,0.0,0
2014,9020,TAire10,22.1,31.0,15.0,0.0,0
2014,9020,VViento,2.3,5.5,1.0,0.0,0
2014,9021,PST,74.5,148.5,35.3,0.0,0
2014,9023,DViento,30.4,359.9,1.0,0.0,0
2014,9023,NO,44.0,362.8,0.0,0.0,0
2014,9023,NO2,48.9,78.5,23.5,0.0,0
2014,9023,P,139.47500000000002,432.725,37.1,0.0,0
2014,9023,PLiquida,0.2,29.0,0.0,0.0,0
2014,9023,PM10,47.4,126.9,16.8,3.0,0
2014,9023,PM2.5,37.0,58.6,16.5,13.0,0
2014,9023,RGlobal,139.47500000000002,432.725,10.1,0.0,0
2014,9023,TAire10,22.6,32.1,15.7,0.0,0
2014,9023,VViento,1.9,6.3,1.0,0.0,0
2014,9026,PM10,39.8,107.9,12.4,1.0,0
2014,9026,PM2.5,19.0,46.1,3.6,0.0,0
2014,9026,PST,102.2,289.1,25.5,0.0,0
2014,9027,DViento,139.47500000000002,273.2,37.1,0.0,0
2014,9027,HAire2,72.8,94.7,37.0,0.0,0
2014,9027,P,139.47500000000002,432.725,37.1,0.0,0
2014,9027,PLiquida,2.5,47.4,0.0,0.0,0
2014,9027,PM10,42.1,125.2,7.0,1.0,0
2014,9027,PST,65.6,267.3,11.3,0.0,0
2014,9027,RGlobal,139.47500000000002,432.725,37.1,0.0,0
2014,9027,TAire2,27.8,31.6,24.2,0.0,0
2014,9027,VViento,1.2,3.1,0.6,0.0,0
2014,9038,PM10,68.1,90.0,37.1,0.0,0
2014,9039,PM10,57.4,77.7,37.1,0.0,0
2014,9041,PM10,42.2,97.7,5.5,0.0,0
2014,9042,HAire2,62.0,62.0,37.1,0.0,0
2014,9042,P,139.47500000000002,432.725,37.1,0.0,0
2014,9042,PM10,45.8,128.6,6.7,6.0,0
2014,9042,PM2.5,16.6,49.3,3.8,0.0,0
2014,9042,PST,89.5,271.6,20.0,0.0,0
2014,9042,TAire2,27.2,29.7,24.8,0.0,0
2014,9043,PM10,38.8,96.7,7.7,0.0,0
2014,9043,PST,62.0,246.5,8.3,0.0,0
2014,9044,PM10,42.5,108.9,1.9,1.0,0
2014,9044,PST,91.2,214.5,13.4,0.0,0
2014,9047,PM10,52.7,122.8,9.5,4.0,0
2014,9047,PM2.5,20.0,47.6,3.9,0.0,0
2014,9047,PST,100.0,310.2,14.2,1.0,0
2014,9048,PM10,65.4,150.1,18.1,11.0,0
2014,9048,PST,98.7,256.0,31.5,0.0,0
2014,9049,PM10,29.4,54.0,16.3,0.0,0
2014,9049,PM2.5,25.5,45.8,9.3,0.0,0
2014,9050,PM10,39.2,110.8,3.5,2.0,0
2014,9050,PST,73.9,246.3,18.3,0.0,0
2014,9051,PM10,42.8,88.9,6.8,0.0,0
2014,9051,PST,78.6,238.2,8.5,0.0,0
2014,9053,DViento,139.47500000000002,251.5,0.0,0.0,0
2014,9053,HAire2,51.4,97.0,15.1,0.0,0
2014,9053,P,139.47500000000002,432.725,37.1,0.0,0
2014,9053,PLiquida,1.4,62.0,0.0,0.0,0
2014,9053,PM10,37.7,92.3,8.6,0.0,0
2014,9053,RGlobal,139.47500000000002,234.6,37.1,0.0,0
2014,9053,TAire2,29.1,33.3,24.3,0.0,0
2014,9053,VViento,1.2,2.2,0.4,0.0,0
2014,9056,PM10,44.9,92.0,5.0,0.0,0
2014,9057,PM10,48.8,100.6,21.9,1.0,0
2014,9060,CO,139.47500000000002,432.725,37.1,0.0,0
2014,9060,DViento,29.7,359.9,0.0,0.0,0
2014,9060,HAire10,64.0,92.2,18.1,0.0,0
2014,9060,NO,45.1,363.3,0.2,0.0,0
2014,9060,PLiquida,0.2,29.0,0.0,0.0,0
2014,9060,PM2.5,17.9,36.1,4.3,0.0,0
2014,9060,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,9060,TAire10,22.6,32.1,15.7,0.0,0
2014,9060,VViento,0.9,6.3,0.0,0.0,0
2014,9085,PM10,31.6,92.8,9.4,0.0,0
2014,9101,PM10,35.4,84.5,6.3,0.0,0
2014,9102,PM10,38.4,83.9,14.5,0.0,0
2014,9103,PM10,44.7,72.7,27.0,0.0,0
2014,9104,DViento,99.0,360.0,1.6,0.0,0
2014,9104,HAire10,69.1,100.0,19.3,0.0,0
2014,9104,PLiquida,0.3,48.2,0.0,0.0,0
2014,9104,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,9104,TAire10,21.6,30.6,15.5,0.0,0
2014,9104,VViento,1.0,6.7,0.0,0.0,0
2014,9105,O3,30.8,193.4,0.8,94.0,0
2014,9117,PM10,27.4,60.1,4.3,0.0,0
2014,9144,PM10,24.8,38.0,11.0,0.0,0
2014,9148,PM10,27.5,39.6,15.8,0.0,0
2014,9166,NO2,4.6,10.9,0.1,0.0,0
2014,9166,PM10,42.1,80.2,5.9,0.0,0
2014,9166,PST,52.7,106.8,11.5,0.0,0
2014,9172,NO2,7.5,13.4,0.4,0.0,0
2014,9172,PM10,41.9,95.7,2.5,0.0,0
2014,9172,PST,49.3,120.5,9.1,0.0,0
2014,19566,NO2,13.6,16.0,12.8,0.0,0
2014,19566,PM10,81.0,83.9,37.1,0.0,0
2014,19661,PM10,27.5,60.2,8.8,0.0,0
2014,19662,PM10,42.7,87.7,18.2,0.0,0
2014,19664,PST,21.2,69.3,9.2,0.0,0
2014,19666,PST,101.4,227.9,37.1,0.0,0
2014,20383,PM10,66.6,432.725,2.0,0.0,0
2014,20385,CO,139.47500000000002,432.725,37.1,0.0,0
2014,20385,O3,15.5,58.6,0.2,0.0,0
2014,20385,PM10,46.9,140.4,0.4,0.0,0
2014,20395,PM10,36.4,99.1,12.7,0.0,0
2014,20396,PM10,45.0,432.725,1.0,0.0,0
2014,26173,PST,76.6,183.7,18.7,0.0,0
2014,26174,PST,71.9,221.9,18.3,0.0,0
2014,26175,PM10,35.5,90.6,13.3,0.0,0
2014,26176,PST,82.6,212.9,20.5,0.0,0
2014,26177,PM10,67.7,194.5,13.0,21.0,0
2014,26178,PM10,31.6,96.7,12.9,0.0,0
2014,26179,PST,74.5,202.4,26.8,0.0,0
2014,26181,PM10,44.0,89.0,14.5,0.0,0
2014,26181,PST,73.3,160.5,28.7,0.0,0
2014,26182,PM10,29.6,56.4,14.7,0.0,0
2014,26182,PST,85.4,152.2,37.1,0.0,0
2014,26183,PST,83.6,173.6,27.4,0.0,0
2014,26184,PM10,48.3,93.6,16.0,0.0,0
2014,26184,PST,62.7,152.7,20.0,0.0,0
2014,26190,PM2.5,22.3,32.4,11.4,0.0,0
2014,26288,PM10,28.9,59.6,6.3,0.0,0
2014,28202,CO,139.47500000000002,432.725,37.1,0.0,0
2014,28202,DViento,92.5,359.0,0.0,0.0,0
2014,28202,HAire2,58.6,80.0,21.0,0.0,0
2014,28202,O3,20.3,127.8,0.1,1.0,0
2014,28202,PLiquida,0.1,26.6,0.0,0.0,0
2014,28202,PM10,40.7,206.9,14.3,2.0,0
2014,28202,PM2.5,8.9,44.0,2.3,0.0,0
2014,28202,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,28202,SO2,1.7,7.3,0.3,0.0,0
2014,28202,TAire2,12.9,20.8,5.2,0.0,0
2014,28202,VViento,1.7,7.1,0.0,0.0,0
2014,28203,DViento,72.2,359.8,0.4,0.0,0
2014,28203,VViento,2.4,6.8,0.0,0.0,0
2014,28625,PM10,36.3,86.2,7.5,0.0,0
2014,29383,PM10,46.7,95.5,14.0,0.0,0
2014,29384,PM10,30.5,68.4,11.4,0.0,0
2014,29493,DViento,139.47500000000002,360.0,1.0,0.0,0
2014,29493,HAire10,65.3,91.4,17.7,0.0,0
2014,29493,NO,18.7,140.2,0.0,0.0,0
2014,29493,NO2,27.4,117.6,0.0,0.0,0
2014,29493,P,139.47500000000002,432.725,37.1,0.0,0
2014,29493,PM2.5,32.0,88.0,1.0,0.0,0
2014,29493,RGlobal,139.47500000000002,432.725,9.9,0.0,0
2014,29493,TAire10,21.9,30.7,15.3,0.0,0
2014,29493,VViento,2.6,10.3,1.0,0.0,0
2014,29501,DViento,36.2,360.0,0.1,0.0,0
2014,29501,HAire10,75.0,95.9,18.8,0.0,0
2014,29501,O3,32.6,151.9,0.4,10.0,0
2014,29501,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,29501,TAire10,21.7,30.8,14.4,0.0,0
2014,29501,VViento,1.7,6.8,0.0,0.0,0
2014,29502,DViento,128.4,359.5,1.2,0.0,0
2014,29502,HAire10,67.8,93.4,15.5,0.0,0
2014,29502,NO,6.2,111.2,0.0,0.0,0
2014,29502,NO2,16.6,165.4,0.0,0.0,0
2014,29502,O3,33.7,116.8,1.0,149.0,0
2014,29502,P,139.47500000000002,432.725,37.1,0.0,0
2014,29502,PM10,42.9,226.0,1.0,0.0,0
2014,29502,RGlobal,139.47500000000002,432.725,12.0,0.0,0
2014,29502,TAire10,21.3,30.0,13.6,0.0,0
2014,29502,VViento,2.7,9.3,1.0,0.0,0
2014,29507,DViento,22.8,360.0,1.0,0.0,0
2014,29507,HAire10,66.6,95.3,15.6,0.0,0
2014,29507,NO,28.3,347.9,0.0,0.0,0
2014,29507,NO2,36.8,61.5,16.6,0.0,0
2014,29507,O3,20.0,146.9,0.0,39.0,0
2014,29507,P,139.47500000000002,432.725,37.1,0.0,0
2014,29507,PLiquida,4.4,44.7,1.1,0.0,0
2014,29507,PM2.5,29.6,56.8,5.6,9.0,0
2014,29507,RGlobal,139.47500000000002,432.725,1.0,0.0,0
2014,29507,TAire10,22.4,31.7,14.9,0.0,0
2014,29507,VViento,2.8,9.9,1.0,0.0,0
2014,29508,O3,27.8,241.7,0.1,111.0,0
2014,29508,PM10,35.6,84.8,7.9,0.0,0
2014,29509,CO,139.47500000000002,432.725,37.1,0.0,0
2014,29509,P,139.47500000000002,432.725,37.1,0.0,0
2014,29511,DViento,139.47500000000002,360.0,1.0,0.0,0
2014,29511,HAire10,70.2,91.7,20.4,0.0,0
2014,29511,O3,37.4,146.0,0.1,731.0,0
2014,29511,P,139.47500000000002,432.725,37.1,0.0,0
2014,29511,PLiquida,0.2,47.0,0.0,0.0,0
2014,29511,PM10,47.6,85.7,19.6,0.0,0
2014,29511,PM2.5,25.1,63.2,10.4,4.0,0
2014,29511,RGlobal,139.47500000000002,432.725,11.0,0.0,0
2014,29511,TAire10,20.1,29.2,13.6,0.0,0
2014,29511,VViento,1.6,5.0,1.0,0.0,0
2014,29529,DViento,139.47500000000002,359.9,0.0,0.0,0
2014,29529,HAire10,66.1,92.5,17.8,0.0,0
2014,29529,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,29529,TAire10,22.0,30.8,15.1,0.0,0
2014,29529,VViento,1.6,8.0,0.0,0.0,0
2014,29574,PM10,42.1,110.5,2.1,2.0,0
2014,29585,TAire10,18.9,28.2,12.7,0.0,0
2014,29586,NO2,5.9,11.9,0.2,0.0,0
2014,29586,PM10,59.2,98.4,11.7,0.0,0
2014,29596,HAire2,74.7,99.0,28.5,0.0,0
2014,29596,PLiquida,0.1,33.8,0.0,0.0,0
2014,29596,PM10,53.6,111.4,16.7,3.0,0
2014,29596,TAire2,27.9,38.3,21.0,0.0,0
2014,29596,VViento,2.1,7.0,0.0,0.0,0
2014,29600,DViento,139.47500000000002,360.0,1.0,0.0,0
2014,29600,HAire10,75.3,94.3,19.9,0.0,0
2014,29600,O3,32.9,172.0,0.1,139.0,0
2014,29600,P,139.47500000000002,432.725,37.1,0.0,0
2014,29600,PM2.5,25.0,76.0,6.7,6.0,0
2014,29600,RGlobal,139.47500000000002,432.725,10.0,0.0,0
2014,29600,TAire10,18.7,28.2,11.9,0.0,0
2014,29600,VViento,2.5,9.3,1.0,0.0,0
2014,29615,NO2,12.7,14.3,11.8,0.0,0
2014,29615,PM10,57.5,60.3,37.1,0.0,0
2014,29617,NO2,12.0,27.6,0.1,0.0,0
2014,29617,PM10,66.7,139.3,18.8,15.0,0
2014,29637,PM10,44.6,99.1,16.4,0.0,0
2014,29650,PM10,38.6,113.2,6.1,1.0,0
2014,29962,PM10,28.9,59.6,6.3,0.0,0
2014,30003,PM10,46.1,116.1,14.9,2.0,0
2014,30004,DViento,131.7,359.9,0.0,0.0,0
2014,30004,HAire2,68.0,86.8,37.1,0.0,0
2014,30004,PLiquida,0.4,159.5,0.0,0.0,0
2014,30004,PM10,25.3,60.2,2.9,0.0,0
2014,30004,RGlobal,139.47500000000002,432.725,0.0,0.0,0
2014,30004,TAire2,24.5,31.2,18.4,0.0,0
2014,30004,VViento,1.4,5.8,0.0,0.0,0
2014,30040,NO2,6.6,7.7,5.3,0.0,0
2014,30040,PM10,54.9,65.1,37.1,0.0,0
2014,30057,PM10,49.2,98.9,21.7,0.0,0
2014,30090,PM10,24.5,56.3,8.0,0.0,0
2014,30109,PM10,38.0,183.2,0.2,0.0,0
2014,30110,DViento,114.5,359.9,0.2,0.0,0
2014,30110,HAire,66.9,95.5,20.8,0.0,0
2014,30110,O3,32.3,104.2,0.2,178.0,0
2014,30110,PLiquida,0.3,89.2,0.0,0.0,0
2014,30110,PM2.5,17.1,95.0,1.0,0.0,0
2014,30110,RGlobal,114.1,432.725,0.0,0.0,0
2014,30110,TAire2,25.4,35.3,18.9,0.0,0
2014,30110,VViento,2.7,9.5,0.1,0.0,0
2014,30111,PM10,45.6,260.8,0.5,0.0,0
2014,30111,SO2,11.1,40.3,3.4,0.0,0
2014,30154,DViento,112.5,360.0,0.0,0.0,0
2014,30154,HAire10,69.0,100.0,18.1,0.0,0
2014,30154,NO,37.5,234.0,0.3,0.0,0
2014,30154,NO2,49.0,394.8,1.5,15.0,0
2014,30154,O3,22.4,210.0,0.0,26.0,0
2014,30154,PLiquida,0.1,27.8,0.0,0.0,0
2014,30154,PM10,39.5,71.8,20.5,0.0,0
2014,30154,PM2.5,23.8,42.8,13.1,0.0,0
2014,30154,RGlobal,89.3,432.725,0.0,0.0,0
2014,30154,TAire10,20.5,30.5,13.6,0.0,0
2014,30154,VViento,0.6,7.5,0.0,0.0,0
2014,30435,PM10,22.1,28.5,9.5,0.0,0
2014,30435,VViento,0.5,0.6,0.4,0.0,0
2014,30443,HAire,83.8,93.0,37.1,0.0,0
2014,30443,PM10,29.6,61.3,18.1,0.0,0
2014,30443,VViento,0.8,1.6,0.3,0.0,0
2014,30444,PLiquida,15.2,73.4,0.0,0.0,0
2014,30444,PM10,27.5,34.1,22.2,0.0,0
2014,30444,VViento,0.6,1.3,0.3,0.0,0
2014,30445,PLiquida,1.6,12.4,0.0,0.0,0
2014,30445,PM10,24.5,29.5,16.8,0.0,0
2014,30445,VViento,0.2,0.3,0.1,0.0,0
2014,30446,PLiquida,13.7,61.5,0.0,0.0,0
2014,30446,PM2.5,17.2,19.4,13.0,0.0,0
2014,30446,VViento,0.1,0.5,0.0,0.0,0
2014,30448,PLiquida,5.3,38.1,0.0,0.0,0
2014,30448,PM2.5,10.9,13.5,7.2,0.0,0
2014,30448,VViento,0.3,0.5,0.1,0.0,0
2014,30449,PLiquida,15.2,73.4,0.0,0.0,0
2014,30449,VViento,0.6,1.3,0.3,0.0,0
2014,30450,PLiquida,12.5,79.5,0.0,0.0,0
2014,30450,PM10,45.7,85.7,31.2,0.0,0
2014,30450,VViento,0.6,0.9,0.3,0.0,0
2014,30451,PM10,44.4,71.9,23.8,0.0,0
2014,30452,PM2.5,16.9,22.5,13.3,0.0,0
2014,30453,PLiquida,11.5,79.5,0.0,0.0,0
2014,30453,PM10,57.8,106.3,26.0,1.0,0
2014,30453,VViento,0.6,0.8,0.3,0.0,0
2014,30455,PLiquida,9.0,62.0,0.0,0.0,0
2014,30455,PM10,28.5,38.2,18.8,0.0,0
2014,30455,VViento,0.3,1.0,0.0,0.0,0
2014,30472,PM10,56.1,201.2,16.5,3.0,0
